Disaster Subgroup,Disaster Type,Disaster Subtype,Location,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damage ('000 US$),Start_Date,End_Date,Duration,Season,Primary_State,Deaths_log,Affected_log,Damage_log,Disaster Type_encoded,Disaster Subtype_encoded,Disaster Subgroup_encoded,Season_encoded,Primary_State_encoded,Magnitude Scale_encoded
Hydrological,Flood,Flash flood,"Chadoora village (72811 district, Jammu and Kashmir province)",70287.98,Km2,2015,3.0,20.0,2015,3.0,31.0,44.0,2122.0,76000.0,2015-03-20,2015-03-31,11.0,Summer,Jammu,3.8066624897703196,7.660585461703256,11.23850177707664,4,7,3,2,9,0
Hydrological,Flood,Flash flood,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",14179.0,Km2,2015,5.0,17.0,2015,5.0,21.0,8.0,200.0,160000.0,2015-05-17,2015-05-21,4.0,Summer,Tamil Nadu,2.1972245773362196,5.303304908059076,11.982935344196433,4,7,3,2,23,0
Hydrological,Flood,Riverine flood,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",43781.56,Km2,2015,6.0,19.0,2015,6.0,20.0,81.0,9000.0,604000.0,2015-06-19,2015-06-20,1.0,Monsoon,Gujarat,4.406719247264253,9.105090961257085,13.311331132544721,4,20,3,0,6,0
Hydrological,Flood,Riverine flood,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces",629961.6,Km2,2015,7.0,15.0,2015,8.0,19.0,293.0,13709887.0,160000.0,2015-07-15,2015-08-19,35.0,Monsoon,West Bengal,5.683579767338681,16.43362788228558,11.982935344196433,4,20,3,0,28,0
Hydrological,Flood,Flood (General),Assam province,69190.14,Km2,2015,8.0,13.0,2015,8.0,19.0,5.0,18000.0,160000.0,2015-08-13,2015-08-19,6.0,Monsoon,Assam,1.791759469228055,9.798182590890704,11.982935344196433,4,8,3,0,2,0
Hydrological,Flood,Flood (General),"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",93202.05,Km2,2015,11.0,8.0,2015,12.0,4.0,325.0,1801000.0,2200000.0,2015-11-08,2015-12-04,26.0,Post-Monsoon,Andhra Pradesh,5.786897381366708,14.403853179405024,14.603968372873895,4,8,3,1,0,0
Hydrological,Flood,Flood (General),"Arunachal Pradesh, Assam, Nagaland provinces",70517.68,Km2,2016,4.0,22.0,2016,4.0,25.0,18.0,100000.0,150000.0,2016-04-22,2016-04-25,3.0,Summer,Arunachal Pradesh,2.9444389791664403,11.51293546492023,11.918397239722838,4,8,3,2,1,0
Hydrological,Flood,Flash flood,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",135742.3,Km2,2016,6.0,25.0,2016,7.0,1.0,61.0,30000.0,100000.0,2016-06-25,2016-07-01,6.0,Monsoon,Arunachal Pradesh,4.127134385045092,10.308985993422082,11.51293546492023,4,7,3,0,1,0
Hydrological,Flood,Flood (General),"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",,Km2,2016,7.0,9.0,2016,8.0,22.0,184.0,100000.0,160000.0,2016-07-09,2016-08-22,44.0,Monsoon,Madhya Pradesh,5.220355825078324,11.51293546492023,11.982935344196433,4,8,3,0,13,0
Hydrological,Flood,Flood (General),"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",,Km2,2016,8.0,1.0,2016,8.0,3.0,37.0,3000.0,160000.0,2016-08-01,2016-08-03,2.0,Monsoon,Gujarat,3.6375861597263857,8.006700845440367,11.982935344196433,4,8,3,0,6,0
Hydrological,Flood,Flood (General),"Andhra Pradesh province, Telangana",137435.4,Km2,2016,9.0,21.0,2016,9.0,29.0,28.0,3000.0,589000.0,2016-09-21,2016-09-29,8.0,Monsoon,Andhra Pradesh,3.367295829986474,8.006700845440367,13.286183160425152,4,8,3,0,0,0
Hydrological,Flood,Flood (General),"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",,Km2,2017,6.0,1.0,2017,8.0,1.0,284.0,520000.0,250000.0,2017-06-01,2017-08-01,61.0,Monsoon,West Bengal,5.652489180268651,13.161586013632684,12.429220196836383,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,Km2,2017,7.0,1.0,2017,7.0,1.0,49.0,12831.0,160000.0,2017-07-01,2017-07-01,1.0,Monsoon,Manipur,3.912023005428146,9.459697330106296,11.982935344196433,4,8,3,0,15,0
Hydrological,Flood,Flood (General),"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",,Km2,2017,8.0,11.0,2017,8.0,31.0,514.0,17200000.0,1567000.0,2017-08-11,2017-08-31,20.0,Monsoon,West Bengal,6.244166900663736,16.660419999923214,14.264674159500048,4,8,3,0,28,0
Hydrological,Flood,Flash flood,Chenai (Tamil Nadu),50536.26,Km2,2017,10.0,30.0,2017,11.0,8.0,21.0,4000.0,160000.0,2017-10-30,2017-11-08,9.0,Post-Monsoon,Tamil Nadu,3.091042453358316,8.294299608857235,11.982935344196433,4,7,3,1,23,0
Hydrological,Flood,Flood (General),Dakshina Kannada and Udupi districts,,Km2,2018,5.0,29.0,2018,5.0,31.0,12.0,4945.0,2500.0,2018-05-29,2018-05-31,2.0,Summer,Unknown,2.5649493574615367,8.506334448081361,7.824445930877619,4,8,3,2,25,0
Hydrological,Flood,Flood (General),"Assam, Maharashtra, Gujarat",,Km2,2018,6.0,22.0,2018,7.0,3.0,52.0,30000.0,160000.0,2018-06-22,2018-07-03,11.0,Monsoon,Assam,3.970291913552122,10.308985993422082,11.982935344196433,4,8,3,0,2,0
Hydrological,Flood,Flood (General),Odisha state,,Km2,2018,7.0,20.0,2018,7.0,23.0,20.0,41430.0,160000.0,2018-07-20,2018-07-23,3.0,Monsoon,Odisha,3.044522437723423,10.631784671878874,11.982935344196433,4,8,3,0,19,0
Hydrological,Flood,Flood (General),"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",,Km2,2018,8.0,2.0,2018,8.0,6.0,3.0,25000.0,160000.0,2018-08-02,2018-08-06,4.0,Monsoon,West Bengal,1.3862943611198906,10.12667110305036,11.982935344196433,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"Punjab, Haryana states",,Km2,2018,9.0,23.0,2018,9.0,24.0,25.0,30000.0,160000.0,2018-09-23,2018-09-24,1.0,Monsoon,Haryana,3.258096538021482,10.308985993422082,11.982935344196433,4,8,3,0,7,0
Hydrological,Flood,Flood (General),"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",,Km2,2019,6.0,28.0,2019,7.0,4.0,52.0,60.0,160000.0,2019-06-28,2019-07-04,6.0,Monsoon,Maharashtra,3.970291913552122,4.110873864173311,11.982935344196433,4,8,3,0,14,0
Hydrological,Flood,Flood (General),"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",,Km2,2019,7.0,14.0,2019,9.0,30.0,1900.0,3000000.0,10000000.0,2019-07-14,2019-09-30,78.0,Monsoon,West Bengal,7.550135342488429,14.914123179965662,16.118095750958314,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"West Bengal, Kerala, Odisha, Maharashtra",,Km2,2019,8.0,12.0,2019,8.0,15.0,32.0,17500.0,160000.0,2019-08-12,2019-08-15,3.0,Monsoon,West Bengal,3.4965075614664802,9.770013301136158,11.982935344196433,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"Belagavi, Gadag, Koppal districts (Karnataka); Kerala, Tamil Nadu states",,Km2,2019,10.0,19.0,2019,10.0,23.0,12.0,27500.0,160000.0,2019-10-19,2019-10-23,4.0,Post-Monsoon,Karnataka,2.5649493574615367,10.221977646629885,11.982935344196433,4,8,3,1,10,0
Hydrological,Flood,Flood (General),"Coimbatore, Cuddalore, Nagapattinam, Thoothukkudi Districts (Tamil Nadu); Pudducherry",,Km2,2019,11.0,29.0,2019,12.0,4.0,27.0,25000.0,160000.0,2019-11-29,2019-12-04,5.0,Post-Monsoon,Tamil Nadu,3.332204510175204,10.12667110305036,11.982935344196433,4,8,3,1,23,0
Hydrological,Flood,Flood (General),"Lakhimpur, Sontipur, Darrang, Goalpara (Assam state); Sikkim state",,Km2,2020,5.0,24.0,2020,5.0,26.0,1.0,30002.0,160000.0,2020-05-24,2020-05-26,2.0,Summer,Assam,0.6931471805599453,10.309052655644626,11.982935344196433,4,8,3,2,2,0
Hydrological,Flood,Flood (General),"Assam, Bihar, Gujarat, Chhattisgarh, Kerala, Karnataka, Madhya Pradesh, Odisha, Uttar Pradesh, West Bengal, Arunachal Pradesh, Maharashtraa.",,Km2,2020,6.0,1.0,2020,8.0,16.0,1922.0,1300000.0,7500000.0,2020-06-01,2020-08-16,76.0,Monsoon,West Bengal,7.56164174558878,14.077875591662238,15.830413711839864,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"Hyderabad, Telangana, Andhra Pradesh, Karnataka, South Odisha states",,Km2,2020,10.0,1.0,2020,10.0,26.0,152.0,150000.0,4000000.0,2020-10-01,2020-10-26,25.0,Post-Monsoon,Andhra Pradesh,5.030437921392435,11.918397239722838,15.201805169084134,4,8,3,1,0,0
Hydrological,Flood,Flood (General),"Bihar, Uttar Pradesh, Gujarat, Kerala, Karnataka, Uttarakhand, Maharashtra, Chhattisgarh, West Bengal, and Tripura states",,Km2,2021,6.0,1.0,2021,6.0,30.0,59.0,1000.0,100000.0,2021-06-01,2021-06-30,29.0,Monsoon,West Bengal,4.0943445622221,6.90875477931522,11.51293546492023,4,8,3,0,28,0
Hydrological,Flood,Flood (General),"Bongaigaon, Dhemaji and Dibrugarh districts (Assam state)",,Km2,2021,7.0,1.0,2021,7.0,1.0,49.0,7587.0,160000.0,2021-07-01,2021-07-01,1.0,Monsoon,Assam,3.912023005428146,8.934323331054905,11.982935344196433,4,8,3,0,2,0
Hydrological,Flood,Flood (General),"Rajkot, Jamnagar, Porbandar, Valsad, Junagadh districts (Gujarat state)",,Km2,2021,9.0,13.0,2021,9.0,15.0,7.0,850000.0,160000.0,2021-09-13,2021-09-15,2.0,Monsoon,Gujarat,2.0794415416798357,13.652992804936396,11.982935344196433,4,8,3,0,6,0
Hydrological,Flood,Flood (General),"Idukki, Kottayam, Pathanamthitta, Kollam, Achankovil, Thiruvananthapuram(Kerala state)",,Km2,2021,10.0,11.0,2021,10.0,20.0,39.0,3950.0,160000.0,2021-10-11,2021-10-20,9.0,Post-Monsoon,Kerala,3.6888794541139363,8.281723990411392,11.982935344196433,4,8,3,1,12,0
Hydrological,Flood,Flood (General),"Chittoor, Kadapa, Anantapur, Nellore districts (Andhra Pradesh)",,Km2,2021,11.0,18.0,2021,11.0,19.0,62.0,74500.0,160000.0,2021-11-18,2021-11-19,1.0,Post-Monsoon,Andhra Pradesh,4.143134726391533,11.218567827096358,11.982935344196433,4,8,3,1,0,0
Hydrological,Flood,Flood (General),"Itanagar distrci (Arunchal Pradesh); Dima Hasao, Cachar, Udalguri District (Assam); East Khasi Hills, Ri-Bhoi Districts (Meghalaya); Nagaland; Bihar; Himachal Pradesh; Madhya Pradesh; Gujarat; Maharasthra",,Km2,2022,5.0,17.0,2022,10.0,31.0,2035.0,1301260.0,4200000.0,2022-05-17,2022-10-31,167.0,Summer,Assam,7.618742377670413,14.078844352285769,15.250595321348806,4,8,3,2,2,0
Hydrological,Flood,Flood (General),"Himachal Pradesh, Uttarakhand and Jharkhand States",,Km2,2022,8.0,1.0,2022,8.0,22.0,63.0,800000.0,160000.0,2022-08-01,2022-08-22,21.0,Monsoon,Himachal Pradesh,4.1588830833596715,13.592368256649284,11.982935344196433,4,8,3,0,8,0
Hydrological,Flood,Flood (General),Uttar Pradesh,,Km2,2022,9.0,18.0,2022,9.0,24.0,49.0,30000.0,160000.0,2022-09-18,2022-09-24,6.0,Monsoon,Uttar Pradesh,3.912023005428146,10.308985993422082,11.982935344196433,4,8,3,0,26,0
Hydrological,Flood,Flood (General),"Himachal Pradesh, Uttarakhand, Delhi, Bihar, Madyah Pradesh, Maharashtra, Chhattisgarh, Gujarat, Punjab, Karnataka, Assam",,Km2,2023,6.0,25.0,2023,9.0,7.0,1529.0,10250000.0,160000.0,2023-06-25,2023-09-07,74.0,Monsoon,Assam,7.333023014386481,16.142788361109663,11.982935344196433,4,8,3,0,2,0
Hydrological,Flood,Flood (General),Mulugu District (western Telangana),,Km2,2023,7.0,27.0,2023,7.0,31.0,23.0,30000.0,160000.0,2023-07-27,2023-07-31,4.0,Monsoon,Telangana,3.1780538303479458,10.308985993422082,11.982935344196433,4,8,3,0,24,0
Hydrological,Flood,Flood (General),"Thoothukudi, Tirunelveli, Kanniyakumari and Tenkasi Districts (Tamil Nadu state)",,Km2,2023,12.0,18.0,2023,12.0,20.0,10.0,30000.0,160000.0,2023-12-18,2023-12-20,2.0,Winter,Tamil Nadu,2.3978952727983707,10.308985993422082,11.982935344196433,4,8,3,3,23,0
Hydrological,Flood,Flash flood,Assam and Meghalaya states,,Km2,2024,5.0,1.0,2024,7.0,8.0,48.0,2100000.0,160000.0,2024-05-01,2024-07-08,68.0,Summer,Assam,3.8918202981106265,14.557448378884015,11.982935344196433,4,7,3,2,2,0
Hydrological,Flood,Flood (General),"Mandi, Kullu, Shimla districts (Himachal Pradesh)",,Km2,2024,7.0,31.0,2024,8.0,23.0,46.0,30000.0,160000.0,2024-07-31,2024-08-23,23.0,Monsoon,Himachal Pradesh,3.8501476017100584,10.308985993422082,11.982935344196433,4,8,3,0,8,0
Hydrological,Flood,Flood (General),"Gujarat, Maharashtra, Tripura States",,Km2,2024,8.0,26.0,2024,8.0,27.0,25.0,8007173.0,160000.0,2024-08-26,2024-08-27,1.0,Monsoon,Gujarat,3.258096538021482,15.895848447804044,11.982935344196433,4,8,3,0,6,0
Hydrological,Flood,Flood (General),Meghalaya,,Km2,2024,10.0,4.0,2024,10.0,7.0,15.0,30000.0,160000.0,2024-10-04,2024-10-07,3.0,Post-Monsoon,Meghalaya,2.772588722239781,10.308985993422082,11.982935344196433,4,8,3,1,16,0
Hydrological,Flood,Flood (General),"Assam, Arunachal Pradesh, Mizoram, Manipur, Sikkim, Meghalaya Nagaland, Tripura, Meghalaya states",,Km2,2025,5.0,31.0,2025,6.0,1.0,50.0,1441247.0,160000.0,2025-05-31,2025-06-01,1.0,Summer,Arunachal Pradesh,3.9318256327243257,14.181019962880141,11.982935344196433,4,8,3,2,1,0
Hydrological,Flood,Flash flood,"Himachal Pradesh, Uttarakhand",,Km2,2025,6.0,20.0,2025,7.0,7.0,140.0,80074.0,160000.0,2025-06-20,2025-07-07,17.0,Monsoon,Himachal Pradesh,4.948759890378168,11.29071897447736,11.982935344196433,4,7,3,0,8,0
Hydrological,Flood,Flash flood,Kishtwar (Jammu and Kashmir state),,Km2,2025,8.0,14.0,2025,8.0,15.0,98.0,50.0,160000.0,2025-08-14,2025-08-15,1.0,Monsoon,Jammu,4.59511985013459,3.9318256327243257,11.982935344196433,4,7,3,0,9,0
Hydrological,Flood,Flash flood,"Dehradun, Champawat, Haridwar, Pauri Garhwal, Bageshwar, Pithoragarh, Nainital, and Udham Singh Nagar districts (Uttarakhand State)",,Km2,2025,9.0,15.0,2025,9.0,17.0,33.0,900.0,160000.0,2025-09-15,2025-09-17,2.0,Monsoon,Uttarakhand,3.5263605246161616,6.803505257608338,11.982935344196433,4,7,3,0,27,0
Hydrological,Flood,Flood (General),Darjeeling (West Bengal); Bihar states,,Km2,2025,10.0,3.0,2025,10.0,7.0,32.0,2513.0,2200.0,2025-10-03,2025-10-07,4.0,Post-Monsoon,West Bengal,3.4965075614664802,7.829630389150193,7.696667081526462,4,8,3,1,28,0
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,Uttarakhand state,,,2021,2.0,7.0,2021,2.0,8.0,234.0,30000.0,210000.0,2021-02-07,2021-02-08,1.0,Winter,Uttarakhand,5.459585514144159,10.308985993422082,12.25486757159303,5,10,1,3,27,4
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,Chamoli District (Uttarakhand State),,,2021,4.0,23.0,2021,4.0,23.0,16.0,24.0,160000.0,2021-04-23,2021-04-23,1.0,Summer,Uttarakhand,2.833213344056216,3.2188758248682006,11.982935344196433,5,10,1,2,27,4
Climatological,Glacial lake outburst flood,Glacial lake outburst flood,"Sikkim state Gangtok, Mangan and Pakyong (Bengal state)",,,2023,10.0,5.0,2023,10.0,5.0,178.0,88400.0,160000.0,2023-10-05,2023-10-05,1.0,Post-Monsoon,West Bengal,5.187385805840755,11.389638560778947,11.982935344196433,5,10,1,1,28,4
Biological,Infestation,Locust infestation,"Gujarat, Rajasthan states",,,1993,9.0,1.0,1993,9.0,1.0,49.0,30000.0,160000.0,1993-09-01,1993-09-01,1.0,Monsoon,Gujarat,3.912023005428146,10.308985993422082,11.982935344196433,6,17,0,0,6,4
Geophysical,Mass movement (dry),Avalanche (dry),Adminitrative unit not available districts (Jammu and Kashmir province),,,2012,2.0,23.0,2012,2.0,23.0,16.0,30000.0,160000.0,2012-02-23,2012-02-23,1.0,Winter,Jammu,2.833213344056216,10.308985993422082,11.982935344196433,7,0,2,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),Sikkim,,,1990,9.0,16.0,1990,9.0,16.0,30.0,30000.0,160000.0,1990-09-16,1990-09-16,1.0,Monsoon,Sikkim,3.4339872044851463,10.308985993422082,11.982935344196433,8,15,3,0,22,4
Hydrological,Mass movement (wet),Landslide (wet),Aizawl (Mizoram state),,,1992,8.0,9.0,1992,8.0,9.0,60.0,30000.0,160000.0,1992-08-09,1992-08-09,1.0,Monsoon,Mizoram,4.110873864173311,10.308985993422082,11.982935344196433,8,15,3,0,17,4
Hydrological,Mass movement (wet),Landslide (wet),Bombay,,,1993,9.0,23.0,1993,9.0,23.0,20.0,25.0,160000.0,1993-09-23,1993-09-23,1.0,Monsoon,Maharashtra,3.044522437723423,3.258096538021482,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Avalanche (wet),Kashmir province,,,1995,1.0,16.0,1995,1.0,16.0,200.0,5250.0,160000.0,1995-01-16,1995-01-16,1.0,Winter,Kashmir,5.303304908059076,8.566173813637858,11.982935344196433,8,1,3,3,11,4
Hydrological,Mass movement (wet),Landslide (wet),Mizoram State,,,1995,6.0,3.0,1995,6.0,3.0,40.0,14285.0,4500.0,1995-06-03,1995-06-03,1.0,Monsoon,Mizoram,3.713572066704308,9.567035315714918,8.412054873292933,8,15,3,0,17,4
Hydrological,Mass movement (wet),Landslide (wet),Kulla (Himachal Pradesh),,,1995,9.0,12.0,1995,9.0,12.0,400.0,1100000.0,160000.0,1995-09-12,1995-09-12,1.0,Monsoon,Himachal Pradesh,5.993961427306569,13.910821646859095,11.982935344196433,8,15,3,0,8,4
Hydrological,Mass movement (wet),Landslide (wet),"Karnataka, Andhra Pradesh, Maharashtra",,,1996,9.0,30.0,1996,9.0,30.0,48.0,30000.0,160000.0,1996-09-30,1996-09-30,1.0,Monsoon,Andhra Pradesh,3.8918202981106265,10.308985993422082,11.982935344196433,8,15,3,0,0,4
Hydrological,Mass movement (wet),Landslide (wet),Gangtok (city) Level 1 = Sikkim,,,1997,6.0,9.0,1997,6.0,9.0,28.0,30.0,160000.0,1997-06-09,1997-06-09,1.0,Monsoon,Sikkim,3.367295829986474,3.4339872044851463,11.982935344196433,8,15,3,0,22,4
Hydrological,Mass movement (wet),Landslide (wet),Darjeeling Hills Level 1 = West Bengal,,,1997,8.0,6.0,1997,8.0,6.0,23.0,2000.0,160000.0,1997-08-06,1997-08-06,1.0,Monsoon,West Bengal,3.1780538303479458,7.601402334583733,11.982935344196433,8,15,3,0,28,4
Hydrological,Mass movement (wet),Landslide (wet),Himachal Pradesh,,,1998,3.0,5.0,1998,3.0,5.0,26.0,30000.0,160000.0,1998-03-05,1998-03-05,1.0,Summer,Himachal Pradesh,3.295836866004329,10.308985993422082,11.982935344196433,8,15,3,2,8,4
Hydrological,Mass movement (wet),Landslide (wet),Assam,,,1998,6.0,3.0,1998,6.0,3.0,48.0,150.0,160000.0,1998-06-03,1998-06-03,1.0,Monsoon,Assam,3.8918202981106265,5.017279836814924,11.982935344196433,8,15,3,0,2,4
Hydrological,Mass movement (wet),Landslide (wet),"Malpa village (Pithoragrah district, Uttar Pradesh state)",,,1998,8.0,17.0,1998,8.0,17.0,239.0,200000.0,160000.0,1998-08-17,1998-08-17,1.0,Monsoon,Uttar Pradesh,5.480638923341991,12.206077645517674,11.982935344196433,8,15,3,0,26,4
Hydrological,Mass movement (wet),Landslide (wet),"Moradabad, Bijnor districts (Uttar Pradesh province), Uttarakhand province",,,2000,6.0,1.0,2000,6.0,1.0,43.0,30000.0,160000.0,2000-06-01,2000-06-01,1.0,Monsoon,Uttar Pradesh,3.784189633918261,10.308985993422082,11.982935344196433,8,15,3,0,26,4
Hydrological,Mass movement (wet),Landslide (wet),"Ghatkopar village (Mumbai Suburban district, Maharashtra province)",,,2000,7.0,12.0,2000,7.0,12.0,58.0,7038.0,160000.0,2000-07-12,2000-07-12,1.0,Monsoon,Maharashtra,4.07753744390572,8.85922139360813,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Landslide (wet),"Pithoragarh, Naini Tal districts (Uttarakhand province)",,,2000,8.0,11.0,2000,8.0,11.0,86.0,30000.0,160000.0,2000-08-11,2000-08-11,1.0,Monsoon,Uttarakhand,4.465908118654584,10.308985993422082,11.982935344196433,8,15,3,0,27,4
Hydrological,Mass movement (wet),Landslide (wet),Rudra Prayag district (Uttarakhand province),,,2001,7.0,16.0,2001,7.0,16.0,27.0,30000.0,160000.0,2001-07-16,2001-07-16,1.0,Monsoon,Uttarakhand,3.332204510175204,10.308985993422082,11.982935344196433,8,15,3,0,27,4
Hydrological,Mass movement (wet),Landslide (wet),Chamba district (Himachal Pradesh province),,,2001,8.0,14.0,2001,8.0,14.0,16.0,30000.0,160000.0,2001-08-14,2001-08-14,1.0,Monsoon,Himachal Pradesh,2.833213344056216,10.308985993422082,11.982935344196433,8,15,3,0,8,4
Hydrological,Mass movement (wet),Landslide (wet),"Amboori village (Thiruvananthapuram district, Kerala province)",,,2001,11.0,9.0,2001,11.0,9.0,55.0,30000.0,160000.0,2001-11-09,2001-11-09,1.0,Post-Monsoon,Kerala,4.02535169073515,10.308985993422082,11.982935344196433,8,15,3,1,12,4
Hydrological,Mass movement (wet),Avalanche (wet),Administrative unit not available district (Jammu and Kashmir province),,,2003,3.0,3.0,2003,3.0,3.0,25.0,30000.0,160000.0,2003-03-03,2003-03-03,1.0,Summer,Jammu,3.258096538021482,10.308985993422082,11.982935344196433,8,1,3,2,9,4
Hydrological,Mass movement (wet),Avalanche (wet),Administrative unit not available districts (Jammu and Kashmir province),,,2005,2.0,15.0,2005,2.0,21.0,250.0,5000.0,50000.0,2005-02-15,2005-02-21,6.0,Winter,Jammu,5.5254529391317835,8.517393171418904,10.819798284210286,8,1,3,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),"Guwahati city (Kamrup district, Assam province)",,,2005,8.0,24.0,2005,8.0,25.0,12.0,20.0,160000.0,2005-08-24,2005-08-25,1.0,Monsoon,Assam,2.5649493574615367,3.044522437723423,11.982935344196433,8,15,3,0,2,4
Hydrological,Mass movement (wet),Landslide (wet),Administrative unit not available districts (Jammu and Kashmir province),,,2008,2.0,8.0,2008,2.0,8.0,37.0,30000.0,160000.0,2008-02-08,2008-02-08,1.0,Winter,Jammu,3.6375861597263857,10.308985993422082,11.982935344196433,8,15,3,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),Pithoragarh district (Uttarakhand province),,,2009,8.0,8.0,2009,8.0,8.0,45.0,30000.0,160000.0,2009-08-08,2009-08-08,1.0,Monsoon,Uttarakhand,3.828641396489095,10.308985993422082,11.982935344196433,8,15,3,0,27,4
Hydrological,Mass movement (wet),Landslide (wet),"Lal, Bahadur, Shastri, Nagar slums (Mumbai Suburban district, Maharashtra province)",,,2009,9.0,3.0,2009,9.0,3.0,10.0,30000.0,160000.0,2009-09-03,2009-09-03,1.0,Monsoon,Maharashtra,2.3978952727983707,10.308985993422082,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Avalanche (wet),Administrative unit not available district (Jammu and Kashmir province),,,2010,2.0,8.0,2010,2.0,8.0,17.0,30000.0,160000.0,2010-02-08,2010-02-08,1.0,Winter,Jammu,2.8903717578961645,10.308985993422082,11.982935344196433,8,1,3,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),"Malin village (Pune district, Maharashtra province)",,,2014,7.0,30.0,2014,7.0,30.0,151.0,200.0,160000.0,2014-07-30,2014-07-30,1.0,Monsoon,Maharashtra,5.0238805208462765,5.303304908059076,11.982935344196433,8,15,3,0,14,4
Hydrological,Mass movement (wet),Landslide (wet),"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province)",,,2015,6.0,2.0,2015,6.0,29.0,3.0,9000.0,160000.0,2015-06-02,2015-06-29,27.0,Monsoon,Assam,1.3862943611198906,9.105090961257085,11.982935344196433,8,15,3,0,2,4
Hydrological,Mass movement (wet),Avalanche (wet),Jammu and Kashmir (Administrative unit not available) (Siachen glacier),,,2016,2.0,3.0,2016,2.0,3.0,10.0,30000.0,160000.0,2016-02-03,2016-02-03,1.0,Winter,Jammu,2.3978952727983707,10.308985993422082,11.982935344196433,8,1,3,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),Uttarakhand province,,,2016,5.0,22.0,2016,5.0,22.0,10.0,5.0,160000.0,2016-05-22,2016-05-22,1.0,Summer,Uttarakhand,2.3978952727983707,1.791759469228055,11.982935344196433,8,15,3,2,27,4
Hydrological,Mass movement (wet),Avalanche (wet),"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",,,2017,1.0,25.0,2017,1.0,26.0,28.0,30000.0,160000.0,2017-01-25,2017-01-26,1.0,Winter,Jammu,3.367295829986474,10.308985993422082,11.982935344196433,8,1,3,3,9,4
Hydrological,Mass movement (wet),Landslide (wet),"Laptap Village, Papumpare district (Arunachal Pradesh)",,,2017,7.0,11.0,2017,7.0,11.0,22.0,30000.0,160000.0,2017-07-11,2017-07-11,1.0,Monsoon,Arunachal Pradesh,3.1354942159291497,10.308985993422082,11.982935344196433,8,15,3,0,1,4
